NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE	Details ...	157	0.3423633	1.4820225	0.058455113	0.5515847	0.87	6549	tags=44%, list=32%, signal=65%	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS	Details ...	54	0.6369054	1.475492	0.042857144	0.52870506	0.884	3207	tags=46%, list=16%, signal=55%	
KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM	Details ...	29	0.55822307	1.4753815	0.036511157	0.4912233	0.884	3212	tags=34%, list=16%, signal=41%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE	Details ...	172	0.33491483	1.4514914	0.10504202	0.52927315	0.915	6445	tags=43%, list=32%, signal=63%	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	Details ...	50	0.586639	1.4439958	0.09494949	0.51716495	0.919	3798	tags=44%, list=19%, signal=54%	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	Details ...	25	0.70487005	1.4293089	0.066797644	0.5312195	0.926	3364	tags=64%, list=17%, signal=77%	
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM	Details ...	40	0.462413	1.4255236	0.078947365	0.5119131	0.93	3497	tags=28%, list=17%, signal=33%	
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION	Details ...	73	0.4770825	1.4217696	0.037113402	0.49587533	0.931	7404	tags=60%, list=37%, signal=95%	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	Details ...	62	0.47382757	1.4079055	0.0746888	0.50854343	0.943	3081	tags=29%, list=15%, signal=34%	
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM		63	0.609765	1.4029768	0.104743086	0.49738458	0.948	3261	tags=49%, list=16%, signal=59%	
KEGG_LINOLEIC_ACID_METABOLISM	KEGG_LINOLEIC_ACID_METABOLISM		28	0.6274748	1.3990889	0.076767676	0.48509553	0.95	3511	tags=54%, list=17%, signal=65%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		40	0.55141133	1.3990074	0.15049505	0.46426344	0.95	6551	tags=60%, list=32%, signal=89%	
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE		30	0.48634312	1.373327	0.17391305	0.5086176	0.958	8296	tags=63%, list=41%, signal=107%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES		25	0.5338695	1.3626442	0.09224319	0.51357144	0.968	4360	tags=40%, list=22%, signal=51%	
KEGG_PEROXISOME	KEGG_PEROXISOME		78	0.42186466	1.3578228	0.138833	0.5059563	0.968	4959	tags=41%, list=25%, signal=54%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM		76	0.3656813	1.320443	0.112474434	0.581355	0.979	5762	tags=42%, list=29%, signal=59%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		31	0.5487977	1.3178914	0.118609406	0.566315	0.979	1448	tags=32%, list=7%, signal=35%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		27	0.4428718	1.3066787	0.17153996	0.5742812	0.982	6235	tags=52%, list=31%, signal=75%	
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS		30	0.51761425	1.3051552	0.14872798	0.5594281	0.982	3278	tags=33%, list=16%, signal=40%	
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS		16	0.59679085	1.289374	0.14990138	0.5783596	0.984	1574	tags=31%, list=8%, signal=34%	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION		23	0.49616307	1.2886673	0.14658634	0.56192213	0.984	2226	tags=30%, list=11%, signal=34%	
KEGG_PHENYLALANINE_METABOLISM	KEGG_PHENYLALANINE_METABOLISM		18	0.51831096	1.2701184	0.17073171	0.5886337	0.989	2640	tags=39%, list=13%, signal=45%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		54	0.41806883	1.260531	0.16	0.5952984	0.99	5329	tags=44%, list=26%, signal=60%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		39	0.42883244	1.2592785	0.186	0.5804776	0.99	3894	tags=33%, list=19%, signal=41%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		32	0.4087847	1.2361385	0.23046093	0.6193159	0.992	5746	tags=31%, list=28%, signal=44%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		26	0.41451266	1.231367	0.23274162	0.6143721	0.993	1416	tags=15%, list=7%, signal=17%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		46	0.31161252	1.2117618	0.22796935	0.6452985	0.995	5275	tags=33%, list=26%, signal=44%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION		132	0.34245667	1.2102242	0.2112676	0.6320664	0.995	5859	tags=35%, list=29%, signal=49%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		34	0.43332943	1.2033538	0.2264529	0.63075376	0.995	3007	tags=21%, list=15%, signal=24%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		29	0.33711845	1.1863749	0.24084778	0.65316594	0.998	3366	tags=24%, list=17%, signal=29%	
KEGG_TYROSINE_METABOLISM	KEGG_TYROSINE_METABOLISM		42	0.43641832	1.1783874	0.22155689	0.65682787	0.998	4844	tags=45%, list=24%, signal=59%	
KEGG_MELANOGENESIS	KEGG_MELANOGENESIS		101	0.3904529	1.1634315	0.2673077	0.6755456	0.998	3995	tags=31%, list=20%, signal=38%	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION		44	0.31500039	1.1624448	0.28094304	0.6621385	0.998	664	tags=9%, list=3%, signal=9%	
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM		34	0.40122634	1.1457183	0.3131313	0.68365365	0.998	3644	tags=32%, list=18%, signal=39%	
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM		18	0.46962827	1.1146055	0.33617023	0.74083453	0.998	4104	tags=39%, list=20%, signal=49%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		44	0.31531027	1.1145486	0.31620553	0.7251151	0.998	3644	tags=27%, list=18%, signal=33%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM		42	0.38803634	1.1109797	0.34475806	0.7176405	0.998	4844	tags=33%, list=24%, signal=44%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		26	0.3867932	1.1095475	0.362	0.70617044	0.998	5087	tags=38%, list=25%, signal=51%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES		15	0.48844975	1.106674	0.3816047	0.69827235	0.998	2733	tags=27%, list=14%, signal=31%	
KEGG_STEROID_BIOSYNTHESIS	KEGG_STEROID_BIOSYNTHESIS		17	0.4602324	1.0959291	0.36472946	0.70773077	1.0	6007	tags=59%, list=30%, signal=84%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		49	0.44859904	1.0951346	0.3574297	0.69584674	1.0	3836	tags=39%, list=19%, signal=48%	
KEGG_BASAL_CELL_CARCINOMA	KEGG_BASAL_CELL_CARCINOMA		55	0.4224075	1.0804129	0.36486486	0.7130843	1.0	3995	tags=33%, list=20%, signal=41%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		67	0.3380361	1.067595	0.39181286	0.7275005	1.0	5234	tags=39%, list=26%, signal=52%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		42	0.316517	1.0521739	0.39805827	0.7474085	1.0	1045	tags=14%, list=5%, signal=15%	
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION		90	0.34807575	1.0501809	0.39655173	0.7384549	1.0	4982	tags=36%, list=25%, signal=47%	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM		32	0.3644548	1.0412562	0.4015748	0.7454625	1.0	1448	tags=19%, list=7%, signal=20%	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION		44	0.31205812	1.0331218	0.39215687	0.74903524	1.0	5293	tags=30%, list=26%, signal=40%	
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM		23	0.42591962	1.0305682	0.42664093	0.7411226	1.0	2478	tags=26%, list=12%, signal=30%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY		56	0.39962175	1.0288411	0.42857143	0.73222655	1.0	4450	tags=38%, list=22%, signal=48%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		75	0.29642296	1.0287523	0.4265306	0.7203827	1.0	3810	tags=24%, list=19%, signal=29%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		137	0.26183346	1.0284371	0.42937854	0.7094737	1.0	5194	tags=28%, list=26%, signal=38%	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION		42	0.38013998	1.0275978	0.4352227	0.7001248	1.0	3905	tags=31%, list=19%, signal=38%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION		69	0.35346854	1.0238993	0.44930416	0.69592047	1.0	3749	tags=29%, list=19%, signal=35%	
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS		44	0.39799002	1.0192873	0.43700787	0.6936734	1.0	4500	tags=36%, list=22%, signal=47%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		56	0.2742781	1.0157214	0.41231343	0.68964136	1.0	3444	tags=20%, list=17%, signal=24%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES		68	0.4058007	1.0140954	0.43813387	0.682268	1.0	3655	tags=37%, list=18%, signal=45%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		47	0.27065346	1.0003614	0.4520548	0.6987351	1.0	6416	tags=34%, list=32%, signal=50%	
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION		271	0.39525032	0.9942268	0.47945204	0.70011306	1.0	4066	tags=37%, list=20%, signal=46%	
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS		47	0.35503203	0.98295796	0.49136275	0.7106478	1.0	4823	tags=40%, list=24%, signal=53%	
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY		87	0.26818416	0.9821088	0.45652175	0.7020351	1.0	3493	tags=22%, list=17%, signal=26%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS		127	0.39563888	0.9713639	0.49796748	0.7121936	1.0	4686	tags=49%, list=23%, signal=63%	
KEGG_RENIN_ANGIOTENSIN_SYSTEM	KEGG_RENIN_ANGIOTENSIN_SYSTEM		17	0.4508372	0.96528965	0.5285996	0.7129562	1.0	4231	tags=47%, list=21%, signal=59%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE		129	0.31151447	0.935912	0.55263156	0.75396067	1.0	3565	tags=24%, list=18%, signal=29%	
KEGG_ETHER_LIPID_METABOLISM	KEGG_ETHER_LIPID_METABOLISM		32	0.32942113	0.9258718	0.56050956	0.762338	1.0	4579	tags=34%, list=23%, signal=44%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM		159	0.2368659	0.9140625	0.574	0.7739872	1.0	3939	tags=23%, list=20%, signal=28%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		53	0.28647512	0.9053313	0.57699805	0.7794219	1.0	4305	tags=25%, list=21%, signal=31%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM		24	0.34656793	0.90110934	0.59411764	0.7767634	1.0	4530	tags=29%, list=22%, signal=38%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY		100	0.25148728	0.89905113	0.59266406	0.77032965	1.0	4982	tags=28%, list=25%, signal=37%	
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY		150	0.26190543	0.8818781	0.61747575	0.79083836	1.0	4112	tags=23%, list=20%, signal=29%	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM		16	0.33329198	0.8806946	0.5881188	0.7834329	1.0	3175	tags=25%, list=16%, signal=30%	
KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY		177	0.3315986	0.879602	0.63600785	0.7762204	1.0	4982	tags=35%, list=25%, signal=46%	
KEGG_TRYPTOPHAN_METABOLISM	KEGG_TRYPTOPHAN_METABOLISM		40	0.3070763	0.8530475	0.682	0.81363523	1.0	4802	tags=38%, list=24%, signal=49%	
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER		54	0.22022475	0.83297986	0.67863894	0.83959377	1.0	3515	tags=19%, list=17%, signal=22%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		114	0.2987514	0.830145	0.6794355	0.83485025	1.0	3849	tags=25%, list=19%, signal=30%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		22	0.29085976	0.8282251	0.71647507	0.8286102	1.0	3007	tags=23%, list=15%, signal=27%	
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION		70	0.2574555	0.82259834	0.71976966	0.82887757	1.0	3313	tags=19%, list=16%, signal=22%	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION		44	0.20856662	0.81993693	0.6732283	0.8237351	1.0	6904	tags=32%, list=34%, signal=48%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		24	0.28020912	0.8019846	0.73714286	0.84453684	1.0	3032	tags=17%, list=15%, signal=20%	
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION		21	0.292033	0.78259194	0.73956263	0.86804295	1.0	5735	tags=38%, list=28%, signal=53%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY		266	0.22060505	0.7814541	0.7968128	0.86026317	1.0	5078	tags=25%, list=25%, signal=33%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		57	0.22642149	0.7683371	0.71653545	0.8713852	1.0	3954	tags=23%, list=20%, signal=28%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE		22	0.3091333	0.7621766	0.75287354	0.8714353	1.0	4717	tags=45%, list=23%, signal=59%	
KEGG_OTHER_GLYCAN_DEGRADATION	KEGG_OTHER_GLYCAN_DEGRADATION		16	0.26492247	0.7491242	0.769084	0.88371104	1.0	2414	tags=13%, list=12%, signal=14%	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY		126	0.19501661	0.74729466	0.7741313	0.87734675	1.0	5082	tags=25%, list=25%, signal=34%	
KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS		181	0.17285162	0.7429781	0.8582996	0.87495184	1.0	6757	tags=37%, list=33%, signal=55%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY		85	0.22680224	0.69382566	0.86585367	0.93914396	1.0	2131	tags=15%, list=11%, signal=17%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		22	0.25023806	0.69122255	0.9071146	0.93350726	1.0	4747	tags=32%, list=24%, signal=42%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE		26	0.26395738	0.6882199	0.8940937	0.9281419	1.0	5140	tags=35%, list=25%, signal=46%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM		83	0.25232133	0.67420727	0.9191322	0.9361487	1.0	4854	tags=27%, list=24%, signal=35%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		90	0.247642	0.6519454	0.9387352	0.9536349	1.0	2424	tags=16%, list=12%, signal=18%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC		74	0.24561433	0.64435416	0.9244898	0.95314896	1.0	4720	tags=26%, list=23%, signal=33%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER		325	0.17615496	0.64014894	0.97047246	0.9484272	1.0	3366	tags=15%, list=17%, signal=18%	
KEGG_BASE_EXCISION_REPAIR	KEGG_BASE_EXCISION_REPAIR		33	0.19948259	0.6144046	0.84117645	0.96429026	1.0	5339	tags=30%, list=26%, signal=41%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		35	0.20067757	0.55674607	0.98778003	0.99579793	1.0	3448	tags=17%, list=17%, signal=21%	
KEGG_RIBOSOME	KEGG_RIBOSOME		87	0.20577015	0.5506498	0.83092785	0.98944086	1.0	8267	tags=55%, list=41%, signal=93%	
KEGG_SPLICEOSOME	KEGG_SPLICEOSOME		124	0.14371239	0.5314583	0.9077568	0.98908436	1.0	17289	tags=100%, list=86%, signal=696%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		73	0.12769568	0.48801225	0.99604744	0.9939635	1.0	4849	tags=16%, list=24%, signal=22%	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		38	0.11719871	0.46950036	0.9917864	0.9890725	1.0	6371	tags=26%, list=32%, signal=38%	
